,x1,y1,x2,y2,class
6,1106,486,1156,516,empty
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,empty
5,1025,360,1075,390,empty
6,1106,486,1156,516,empty
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,empty
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,empty
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,empty
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,empty
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,empty
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,empty
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,empty
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,empty
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,occupied
3,913,241,963,271,occupied
4,952,287,1002,317,empty
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,empty
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,empty
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,empty
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,empty
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,empty
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,empty
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,empty
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,empty
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,empty
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,empty
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,occupied
3,913,241,963,271,occupied
4,952,287,1002,317,empty
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,empty
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,empty
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,empty
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,empty
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,empty
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,empty
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,empty
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,empty
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,occupied
3,913,241,963,271,occupied
4,952,287,1002,317,empty
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,empty
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,empty
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,empty
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,occupied
3,913,241,963,271,occupied
4,952,287,1002,317,empty
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,empty
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,empty
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,empty
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,empty
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,empty
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,empty
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,empty
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,empty
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,empty
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,occupied
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,empty
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,occupied
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,occupied
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,occupied
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,occupied
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,occupied
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,empty
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,empty
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,empty
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,empty
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,empty
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,occupied
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,occupied
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,empty
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,empty
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,empty
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,empty
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,empty
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,empty
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,occupied
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,empty
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,empty
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,empty
3,913,241,963,271,empty
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,empty
7,1156,539,1206,569,empty
8,1217,644,1267,674,occupied
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,occupied
3,913,241,963,271,empty
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,empty
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,occupied
3,913,241,963,271,empty
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,occupied
3,913,241,963,271,empty
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,occupied
3,913,241,963,271,empty
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,occupied
3,913,241,963,271,empty
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,occupied
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,empty
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,occupied
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,empty
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,occupied
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,occupied
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,occupied
0,724,15,774,45,empty
1,778,54,828,84,empty
2,825,125,875,155,occupied
3,913,241,963,271,occupied
4,952,287,1002,317,occupied
5,1025,360,1075,390,empty
6,1106,486,1156,516,occupied
7,1156,539,1206,569,empty
8,1217,644,1267,674,empty
9,1315,719,1365,749,empty
