,x1,y1,x2,y2,class
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,empty
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,empty
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,occupied
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,empty
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,empty
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,empty
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,occupied
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,occupied
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,empty
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,empty
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,empty
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,empty
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,empty
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,empty
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,empty
0,934,287,984,317,occupied
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,empty
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,empty
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,empty
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,occupied
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,empty
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,empty
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,empty
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,empty
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,empty
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,empty
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,occupied
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
0,934,287,984,317,empty
1,833,308,883,338,occupied
2,721,331,771,361,empty
3,580,343,630,373,empty
4,413,371,463,401,empty
5,824,724,874,754,empty
6,1003,649,1053,679,empty
7,1164,594,1214,624,empty
8,1312,561,1362,591,occupied
